age_,gender,workclass,education,marital-status,occupation,race,weekly houers,place,income
48, Male, Private, Assoc-voc, Married-civ-spouse, Other-service, Asian-Pac-Islander,56, Philippines,1
61, Male, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White,35, United-States,0
41, Male, Private, HS-grad, Separated, Craft-repair, White,40, United-States,0
36, Male, Private, HS-grad, Never-married, Tech-support, White,50, United-States,0
24, Male, Local-gov, Some-college, Never-married, Protective-serv, White,40, United-States,0
27, Male, Private, HS-grad, Never-married, Adm-clerical, Black,40, United-States,0
18, Female, Private, 11th, Never-married, Prof-specialty, White,2, United-States,0
20, Female, Private, Some-college, Never-married, Prof-specialty, White,15, United-States,0
18, Male, Private, Some-college, Never-married, Other-service, White,12, United-States,0
23, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
43, Male, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,45, United-States,1
38, Female, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Black,40, Trinadad&Tobago,0
36, Female, Private, Some-college, Divorced, Adm-clerical, White,40, United-States,0
28, Male, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, White,50, United-States,0
47, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, ?,0
51, Male, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,84, United-States,1
35, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
38, Male, State-gov, Bachelors, Married-civ-spouse, Protective-serv, White,60, United-States,0
47, Male, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Black,40, United-States,1
26, Female, Private, 11th, Divorced, Craft-repair, White,40, United-States,0
31, Male, State-gov, Some-college, Divorced, Protective-serv, White,40, United-States,1
46, Female, Private, Some-college, Divorced, Adm-clerical, Black,35, Trinadad&Tobago,0
49, Female, Private, Some-college, Never-married, Exec-managerial, White,40, United-States,0
19, Female, Private, HS-grad, Never-married, Sales, White,30, United-States,0
45, Male, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, White,50, United-States,0
46, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, United-States,1
70, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, White,20, United-States,0
19, Female, Private, Some-college, Never-married, Adm-clerical, White,20, United-States,0
46, Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,50, United-States,0
20, Male, Private, Some-college, Never-married, Transport-moving, White,35, United-States,0
17, Female, Private, 11th, Never-married, Other-service, White,22, United-States,0
43, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,49, United-States,1
19, Female, Private, Some-college, Never-married, Other-service, White,15, United-States,0
37, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
51, Female, Private, HS-grad, Widowed, Prof-specialty, White,40, United-States,0
40, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
24, Male, Private, Some-college, Never-married, Craft-repair, White,60, Canada,0
31, Male, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,40, United-States,0
59, Male, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,50, United-States,1
27, Female, Private, HS-grad, Never-married, Other-service, Black,40, United-States,0
40, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,99, United-States,1
30, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
28, Male, Private, Assoc-acdm, Never-married, Adm-clerical, White,32, United-States,0
25, Male, Private, HS-grad, Never-married, Craft-repair, Black,50, United-States,0
22, Female, Private, Bachelors, Never-married, Sales, White,20, United-States,0
21, Male, State-gov, Some-college, Never-married, Exec-managerial, White,40, United-States,0
67, Male, ?, Some-college, Married-civ-spouse, ?, White,6, United-States,0
35, Female, Self-emp-inc, Bachelors, Never-married, Exec-managerial, White,60, United-States,1
54, Male, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,56, United-States,0
36, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
29, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,0
32, Female, Federal-gov, HS-grad, Never-married, Exec-managerial, White,40, United-States,0
55, Male, Private, HS-grad, Divorced, Transport-moving, White,40, United-States,0
56, Female, Federal-gov, Masters, Divorced, Adm-clerical, White,40, United-States,0
19, Male, Private, Some-college, Never-married, Other-service, Black,25, United-States,0
36, Female, Private, HS-grad, Never-married, Other-service, Black,40, United-States,0
58, Female, Private, HS-grad, Widowed, Adm-clerical, White,40, United-States,1
35, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
44, Female, Private, 10th, Separated, Machine-op-inspct, Black,40, United-States,0
40, Male, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,0
18, Female, Private, HS-grad, Never-married, Other-service, White,20, United-States,0
71, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Amer-Indian-Eskimo,35, United-States,0
51, Male, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,57, United-States,1
27, Male, ?, HS-grad, Never-married, ?, Black,40, United-States,0
20, Male, Private, 12th, Never-married, Other-service, White,35, United-States,0
33, Female, ?, 11th, Never-married, ?, White,40, United-States,0
34, Female, Private, Assoc-voc, Divorced, Tech-support, Black,40, United-States,0
28, Male, Private, Assoc-voc, Married-civ-spouse, Other-service, White,40, United-States,1
23, Female, Private, Some-college, Never-married, Adm-clerical, White,24, Greece,0
36, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, El-Salvador,0
42, Female, Private, Prof-school, Divorced, Prof-specialty, White,39, United-States,1
31, Male, Local-gov, Bachelors, Never-married, Craft-repair, White,40, United-States,1
19, Male, ?, HS-grad, Never-married, ?, Black,10, United-States,0
38, Male, Local-gov, Masters, Divorced, Prof-specialty, Black,40, Jamaica,0
22, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
36, Female, Private, Assoc-voc, Divorced, Adm-clerical, Black,54, United-States,0
36, Male, Private, Masters, Married-civ-spouse, Sales, White,50, United-States,1
17, Male, Private, 11th, Never-married, Handlers-cleaners, White,18, United-States,0
30, Female, Federal-gov, Some-college, Never-married, Adm-clerical, Black,40, United-States,0
35, Male, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, White,30, United-States,0
32, Male, Private, Masters, Never-married, Exec-managerial, White,40, United-States,1
42, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
54, Female, Private, Some-college, Never-married, Exec-managerial, White,45, United-States,1
36, Male, Private, Bachelors, Married-civ-spouse, Sales, White,35, United-States,1
58, Male, Private, 10th, Never-married, Other-service, White,40, United-States,0
39, Male, Private, Assoc-voc, Married-civ-spouse, Other-service, White,40, United-States,0
62, Female, Local-gov, HS-grad, Widowed, Adm-clerical, White,38, United-States,0
51, Male, Private, HS-grad, Divorced, Prof-specialty, White,40, United-States,0
52, Female, Private, Some-college, Divorced, Exec-managerial, White,50, United-States,0
25, Female, Private, HS-grad, Never-married, Sales, White,30, United-States,0
26, Female, Private, Bachelors, Never-married, Adm-clerical, White,40, United-States,0
26, Male, Private, 10th, Married-civ-spouse, Craft-repair, Black,40, United-States,0
59, Female, State-gov, Bachelors, Never-married, Exec-managerial, Black,40, Outlying-US(Guam-USVI-etc),0
21, Male, Private, HS-grad, Never-married, Farming-fishing, White,50, United-States,0
45, Male, Private, Masters, Married-civ-spouse, Tech-support, White,18, United-States,1
26, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,36, United-States,0
68, Male, Self-emp-not-inc, 10th, Widowed, Farming-fishing, White,20, United-States,0
60, Male, Private, HS-grad, Married-civ-spouse, Other-service, White,40, United-States,1
65, Male, Private, HS-grad, Married-civ-spouse, Sales, White,18, United-States,0
41, Female, Private, Masters, Divorced, Exec-managerial, White,45, United-States,0
34, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, United-States,0
28, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, Black,40, United-States,0
40, Female, Private, Assoc-voc, Never-married, Adm-clerical, White,40, United-States,0
57, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,60, United-States,1
37, Male, Private, 11th, Married-civ-spouse, Craft-repair, White,50, United-States,0
34, Male, Private, 10th, Divorced, Machine-op-inspct, Black,60, United-States,0
21, Female, ?, 11th, Married-civ-spouse, ?, White,56, United-States,0
57, Male, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, White,48, United-States,1
55, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
51, Male, Private, HS-grad, Never-married, Farming-fishing, White,60, ?,0
56, Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, United-States,1
32, Male, Private, Some-college, Never-married, Exec-managerial, White,60, United-States,0
18, Male, Private, Some-college, Never-married, Sales, White,15, United-States,0
48, Male, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, White,40, United-States,0
46, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, ?,1
41, Male, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,50, India,1
33, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,20, United-States,0
33, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
47, Male, Private, 5th-6th, Married-spouse-absent, Machine-op-inspct, White,40, Mexico,0
46, Female, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo,40, United-States,1
40, Female, Private, HS-grad, Divorced, Adm-clerical, White,38, United-States,0
42, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, Mexico,0
31, Male, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,55, United-States,1
51, Male, Private, 11th, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
44, Female, Private, Some-college, Divorced, Adm-clerical, White,57, United-States,0
37, Female, Private, HS-grad, Separated, Tech-support, White,40, United-States,0
25, Female, Private, 11th, Never-married, Machine-op-inspct, Black,40, United-States,0
63, Male, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White,60, United-States,1
52, Male, Private, HS-grad, Divorced, Sales, White,45, United-States,0
42, Female, Local-gov, Some-college, Divorced, Tech-support, White,40, United-States,0
28, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
30, Male, Private, Masters, Never-married, Prof-specialty, White,40, United-States,1
34, Male, Private, Bachelors, Married-civ-spouse, Sales, White,50, United-States,0
37, Female, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,40, United-States,1
31, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,45, United-States,0
35, Female, Private, Some-college, Divorced, Sales, White,35, United-States,0
25, Female, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
38, Male, Private, HS-grad, Divorced, Exec-managerial, White,40, United-States,0
43, Male, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White,60, United-States,0
22, Female, Private, Some-college, Never-married, Craft-repair, Asian-Pac-Islander,40, Vietnam,0
18, Male, Private, 11th, Never-married, Other-service, White,20, United-States,0
26, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
36, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, United-States,1
43, Male, Private, HS-grad, Divorced, Sales, White,20, United-States,0
21, Female, Private, Some-college, Never-married, Adm-clerical, White,25, United-States,0
62, Female, Federal-gov, Some-college, Widowed, Protective-serv, White,40, United-States,0
26, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
54, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
18, Female, Private, 11th, Never-married, Sales, White,20, United-States,0
65, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,55, United-States,0
41, Male, Private, HS-grad, Never-married, Craft-repair, White,50, United-States,0
31, Female, Private, 9th, Never-married, Other-service, White,20, United-States,0
56, Female, Private, 9th, Divorced, Sales, White,40, United-States,0
50, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
22, Female, Private, Bachelors, Never-married, Adm-clerical, White,35, United-States,0
36, Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,48, United-States,0
48, Male, Private, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, India,1
30, Female, Private, HS-grad, Married-civ-spouse, Other-service, White,30, United-States,0
35, Male, Private, Some-college, Married-civ-spouse, Tech-support, White,45, United-States,0
37, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White,30, United-States,0
32, Male, ?, HS-grad, Married-civ-spouse, ?, White,5, United-States,0
56, Female, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, United-States,0
29, Male, ?, HS-grad, Never-married, ?, White,35, United-States,0
41, Male, Private, Assoc-acdm, Divorced, Sales, White,40, United-States,0
38, Male, State-gov, HS-grad, Never-married, Other-service, White,40, United-States,0
34, Female, Private, 9th, Separated, Machine-op-inspct, White,35, Dominican-Republic,0
54, Male, State-gov, 12th, Never-married, Other-service, White,40, United-States,0
36, Male, ?, Assoc-voc, Divorced, ?, White,50, United-States,0
42, Female, Private, Assoc-voc, Divorced, Prof-specialty, White,40, United-States,0
33, Male, Private, HS-grad, Married-civ-spouse, Farming-fishing, White,50, United-States,0
21, Female, Private, HS-grad, Never-married, Prof-specialty, White,30, United-States,0
69, Male, Local-gov, 10th, Married-civ-spouse, Transport-moving, White,10, United-States,0
32, Female, Private, Assoc-acdm, Never-married, Sales, Black,46, Trinadad&Tobago,0
50, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
40, Male, Private, 12th, Married-civ-spouse, Other-service, White,40, ?,0
45, Female, Private, HS-grad, Divorced, Other-service, White,40, United-States,0
31, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,35, United-States,0
24, Female, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,0
28, Male, Private, Bachelors, Never-married, Prof-specialty, White,60, United-States,1
21, Female, Private, Assoc-acdm, Never-married, Other-service, White,5, United-States,0
43, Male, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, White,25, United-States,0
22, Female, Private, HS-grad, Never-married, Sales, White,25, United-States,0
62, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
21, Male, Self-emp-not-inc, Some-college, Never-married, Tech-support, White,25, United-States,0
37, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,45, United-States,0
34, Female, Private, Some-college, Divorced, Other-service, Black,40, United-States,0
74, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,12, United-States,1
43, Female, Private, Some-college, Divorced, Machine-op-inspct, Black,38, United-States,0
25, Female, Private, Some-college, Never-married, Prof-specialty, White,40, United-States,0
43, Male, Private, 11th, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
23, Male, Private, 11th, Married-civ-spouse, Other-service, White,40, United-States,0
33, Female, Private, HS-grad, Separated, Machine-op-inspct, Black,40, United-States,0
51, Male, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,35, United-States,1
64, Female, Private, Bachelors, Never-married, Sales, White,40, Peru,0
35, Male, Private, Some-college, Never-married, Exec-managerial, White,50, United-States,0
69, Male, Self-emp-not-inc, 10th, Married-spouse-absent, Farming-fishing, White,45, United-States,0
32, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,48, United-States,1
20, Female, Private, Some-college, Never-married, Other-service, White,40, United-States,0
66, Male, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, White,50, United-States,1
31, Male, Private, Some-college, Never-married, Craft-repair, White,40, Italy,0
22, Female, Private, Some-college, Never-married, Other-service, White,24, United-States,0
32, Male, Private, Prof-school, Never-married, Prof-specialty, White,40, United-States,0
23, Female, Private, Assoc-acdm, Never-married, Sales, White,40, United-States,0
21, Male, Private, Some-college, Never-married, Adm-clerical, White,40, United-States,0
36, Female, Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander,2, Taiwan,0
62, Male, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, White,40, United-States,0
24, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
45, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,50, United-States,1
27, Male, Private, 11th, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
38, Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,90, United-States,1
20, Female, ?, Some-college, Never-married, ?, White,5, United-States,0
30, Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,30, United-States,0
17, Male, ?, 10th, Never-married, ?, White,20, United-States,0
17, Male, ?, 11th, Never-married, ?, Black,8, United-States,0
21, Male, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, White,40, United-States,0
56, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,40, United-States,0
59, Female, Local-gov, Masters, Widowed, Prof-specialty, White,60, United-States,1
37, Female, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, White,40, United-States,0
52, Female, Private, Some-college, Divorced, Exec-managerial, White,40, United-States,0
50, Male, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,1
55, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, United-States,1
55, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, United-States,1
45, Female, ?, HS-grad, Divorced, ?, White,40, United-States,0
72, Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White,20, United-States,0
39, Female, Private, Some-college, Divorced, Exec-managerial, White,40, United-States,0
28, Female, Private, 12th, Divorced, Machine-op-inspct, White,40, United-States,0
38, Male, Private, Bachelors, Divorced, Tech-support, White,40, United-States,0
44, Male, Private, Some-college, Separated, Craft-repair, White,55, United-States,0
51, Male, Self-emp-not-inc, HS-grad, Never-married, Sales, White,40, United-States,0
20, Male, Private, Some-college, Never-married, Other-service, White,36, United-States,0
25, Female, Private, Some-college, Never-married, Transport-moving, White,45, United-States,0
52, Female, Private, Some-college, Divorced, Sales, White,20, United-States,1
45, Female, Private, HS-grad, Widowed, Craft-repair, White,40, United-States,0
17, Female, Private, 11th, Never-married, Adm-clerical, White,12, United-States,0
20, Female, Private, HS-grad, Never-married, Other-service, Asian-Pac-Islander,15, ?,0
64, Male, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,25, United-States,0
34, Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
74, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,4, United-States,0
58, Female, Federal-gov, 11th, Divorced, Craft-repair, Black,40, United-States,1
44, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
23, Female, State-gov, Assoc-acdm, Never-married, Adm-clerical, White,25, United-States,0
23, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,50, United-States,0
27, Female, Private, Assoc-voc, Never-married, Tech-support, White,36, United-States,0
34, Male, Private, Bachelors, Married-civ-spouse, Sales, White,45, United-States,1
18, Female, Private, HS-grad, Never-married, Sales, White,24, United-States,0
33, Female, Private, 11th, Never-married, Sales, Black,17, United-States,0
50, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,48, United-States,0
47, Male, Private, HS-grad, Divorced, Sales, White,50, United-States,0
50, Male, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,55, United-States,1
18, Female, Private, 11th, Never-married, Sales, White,15, United-States,0
49, Female, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,60, United-States,1
34, Male, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White,50, United-States,0
51, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, United-States,1
56, Male, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,1
64, Female, Private, HS-grad, Widowed, Adm-clerical, White,8, United-States,0
23, Female, Private, Some-college, Never-married, Farming-fishing, White,50, United-States,0
33, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,0
43, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,45, United-States,0
60, Male, Federal-gov, HS-grad, Divorced, Exec-managerial, White,40, United-States,1
57, Female, State-gov, 12th, Divorced, Other-service, White,40, United-States,0
22, Male, Private, Bachelors, Never-married, Sales, White,45, United-States,0
23, Male, Private, Bachelors, Never-married, Machine-op-inspct, White,40, United-States,0
54, Male, Private, Some-college, Married-civ-spouse, Sales, White,50, United-States,1
39, Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black,52, United-States,1
32, Male, Self-emp-not-inc, Masters, Never-married, Prof-specialty, White,40, United-States,0
20, Male, Private, Some-college, Never-married, Tech-support, White,15, United-States,0
30, Male, Private, Some-college, Never-married, Exec-managerial, White,52, United-States,0
56, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,45, United-States,0
34, Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
32, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
59, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, United-States,1
19, Male, Private, Some-college, Never-married, Prof-specialty, White,11, United-States,0
60, Female, ?, 9th, Widowed, ?, White,40, United-States,0
29, Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,42, United-States,0
24, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,60, United-States,0
41, Male, State-gov, Masters, Divorced, Prof-specialty, White,35, United-States,0
23, Female, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other,30, El-Salvador,0
32, Male, Private, HS-grad, Married-civ-spouse, Sales, White,50, United-States,1
51, Male, Self-emp-inc, HS-grad, Never-married, Sales, White,40, ?,0
18, Male, Private, HS-grad, Never-married, Sales, White,10, United-States,0
28, Female, Private, Some-college, Never-married, Exec-managerial, White,40, ?,0
33, Female, ?, Some-college, Married-civ-spouse, ?, White,40, United-States,1
38, Female, Private, HS-grad, Separated, Transport-moving, Black,30, United-States,0
29, Male, Private, Bachelors, Never-married, Prof-specialty, White,50, England,0
25, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,45, United-States,0
31, Male, Private, Prof-school, Never-married, Tech-support, White,55, United-States,0
34, Female, Private, Bachelors, Married-spouse-absent, Adm-clerical, White,25, United-States,0
34, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,45, United-States,1
66, Male, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,1
41, Male, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, White,40, Guatemala,0
62, Male, Private, 7th-8th, Married-civ-spouse, Prof-specialty, White,20, United-States,0
58, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, Black,40, United-States,0
40, Female, Private, HS-grad, Separated, Exec-managerial, White,40, Canada,0
24, Female, Private, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander,40, Philippines,0
47, Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, United-States,1
19, Male, Private, HS-grad, Never-married, Other-service, Black,25, United-States,0
32, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,45, United-States,0
51, Female, State-gov, Some-college, Divorced, Adm-clerical, White,40, United-States,0
25, Male, Private, 9th, Married-civ-spouse, Transport-moving, White,45, United-States,0
60, Male, ?, Masters, Married-civ-spouse, ?, White,40, United-States,0
22, Male, Private, Some-college, Never-married, Transport-moving, White,40, United-States,0
29, Female, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
20, Male, Private, HS-grad, Married-civ-spouse, Sales, White,40, United-States,0
42, Male, Private, 7th-8th, Divorced, Craft-repair, White,40, Puerto-Rico,0
18, Male, Private, HS-grad, Never-married, Machine-op-inspct, White,20, United-States,0
23, Female, Private, 10th, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander,40, Vietnam,0
28, Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, ?,1
55, Female, Private, Bachelors, Divorced, Prof-specialty, White,40, United-States,1
40, Male, Private, HS-grad, Divorced, Machine-op-inspct, Black,40, United-States,0
52, Male, Private, Some-college, Divorced, Sales, White,50, United-States,0
37, Male, Private, HS-grad, Divorced, Machine-op-inspct, White,40, United-States,1
21, Female, Private, Some-college, Never-married, Sales, White,22, United-States,0
35, Male, Private, Assoc-voc, Never-married, Other-service, White,60, United-States,0
45, Male, Private, Some-college, Divorced, Machine-op-inspct, White,48, United-States,0
39, Female, Private, HS-grad, Divorced, Adm-clerical, Black,40, United-States,0
54, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,44, United-States,0
42, Female, Private, 7th-8th, Divorced, Sales, White,40, United-States,0
26, Female, ?, Some-college, Married-civ-spouse, ?, White,20, United-States,0
59, Male, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, White,40, United-States,0
42, Female, Private, HS-grad, Married-civ-spouse, Sales, White,40, United-States,1
22, Female, Private, Some-college, Never-married, Protective-serv, Black,20, United-States,0
33, Female, Private, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
39, Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,40, United-States,1
18, Male, Self-emp-inc, 11th, Never-married, Farming-fishing, White,70, United-States,0
46, Male, Private, Some-college, Married-civ-spouse, Sales, Black,60, United-States,1
24, Male, Private, Bachelors, Never-married, Other-service, White,40, United-States,0
28, Female, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White,30, Ecuador,0
21, Female, State-gov, HS-grad, Never-married, Adm-clerical, White,43, United-States,0
22, Male, Private, 11th, Never-married, Craft-repair, White,30, United-States,0
61, Male, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander,40, Philippines,1
56, Male, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander,40, Laos,0
21, Female, Private, Some-college, Never-married, Sales, White,20, United-States,0
17, Male, Private, 10th, Never-married, Handlers-cleaners, White,26, United-States,0
29, Male, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White,40, ?,1
28, Male, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White,40, United-States,1
62, Female, Private, HS-grad, Widowed, Adm-clerical, White,38, United-States,0
39, Male, Private, HS-grad, Separated, Machine-op-inspct, Black,40, United-States,0
30, Male, Local-gov, HS-grad, Never-married, Protective-serv, White,40, United-States,0
20, Male, ?, 11th, Never-married, ?, White,40, El-Salvador,0
18, Male, Local-gov, 11th, Never-married, Adm-clerical, White,12, United-States,0
54, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
49, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,1
33, Male, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,50, Hong,0
50, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,1
57, Male, Private, HS-grad, Married-civ-spouse, Other-service, White,78, United-States,0
50, Female, State-gov, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
45, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,1
41, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, United-States,1
23, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,48, United-States,0
23, Female, Private, Bachelors, Never-married, Sales, White,40, United-States,0
47, Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, Hungary,0
39, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,50, South,0
